SC/VSC stints,red_flags,weather,year,round,circuitId,driverId,constructorId,grid,position,rank,driver_nationality,constructor_nationality,circuit_country
0,No,Dry,2013,17,24,154,4,top-ten,top-five,top-three,French,British,UAE
0,No,Dry,2014,19,24,154,4,last positions,top-fifteen,last positions,French,British,UAE
0,No,Dry,2015,19,24,154,4,last positions,top-ten,top-ten,French,British,UAE
0,No,Dry,2014,19,24,813,4,top-fifteen,DNF,last positions,Venezuelan,British,UAE
0,No,Dry,2015,19,24,813,4,top-fifteen,DNF,top-three,Venezuelan,British,UAE
0,No,Dry,2019,21,24,8,2,last positions,top-fifteen,top-fifteen,Finnish,Swiss,UAE
1,No,Dry,2020,17,24,8,2,top-fifteen,top-fifteen,top-fifteen,Finnish,Swiss,UAE
0,No,Dry,2019,21,24,841,2,last positions,last positions,top-fifteen,Italian,Swiss,UAE
1,No,Dry,2020,17,24,841,2,top-fifteen,last positions,top-ten,Italian,Swiss,UAE
0,No,Dry,2015,19,24,4,1,last positions,last positions,top-three,Spanish,British,UAE
0,No,Dry,2016,21,24,4,1,top-ten,top-ten,top-three,Spanish,British,UAE
0,No,Dry,2017,20,24,4,1,top-fifteen,top-ten,top-five,Spanish,British,UAE
2,No,Varied,2018,21,24,4,1,top-fifteen,top-fifteen,top-ten,Spanish,British,UAE
0,No,Dry,2009,17,24,1,1,pole,DNF,top-three,British,British,UAE
1,No,Dry,2010,19,24,1,1,top-three,podium,fastest lap,British,British,UAE
0,No,Dry,2011,18,24,1,1,top-three,winner,top-three,British,British,UAE
2,No,Dry,2012,18,24,1,1,pole,DNF,last positions,British,British,UAE
0,No,Dry,2009,17,24,5,1,last positions,top-fifteen,last positions,Finnish,British,UAE
1,No,Dry,2010,19,24,18,1,top-five,podium,top-three,British,British,UAE
0,No,Dry,2011,18,24,18,1,top-three,podium,top-three,British,British,UAE
2,No,Dry,2012,18,24,18,1,top-five,top-five,top-five,British,British,UAE
0,No,Dry,2013,17,24,18,1,top-fifteen,top-fifteen,last positions,British,British,UAE
0,No,Dry,2014,19,24,18,1,top-ten,top-five,top-ten,British,British,UAE
0,No,Dry,2015,19,24,18,1,top-fifteen,top-fifteen,last positions,British,British,UAE
0,No,Dry,2016,21,24,18,1,top-fifteen,DNF,last positions,British,British,UAE
0,No,Dry,2013,17,24,815,1,top-ten,top-ten,top-ten,Mexican,British,UAE
0,No,Dry,2014,19,24,825,1,top-ten,top-fifteen,top-ten,Danish,British,UAE
0,No,Dry,2019,21,24,832,1,top-ten,top-ten,top-ten,Spanish,British,UAE
1,No,Dry,2020,17,24,832,1,top-ten,top-ten,top-fifteen,Spanish,British,UAE
0,No,Dry,2017,20,24,838,1,top-fifteen,top-fifteen,last positions,Belgian,British,UAE
2,No,Varied,2018,21,24,838,1,last positions,top-fifteen,top-fifteen,Belgian,British,UAE
0,No,Dry,2019,21,24,846,1,top-ten,top-ten,top-fifteen,British,British,UAE
1,No,Dry,2020,17,24,846,1,top-five,top-five,top-fifteen,British,British,UAE
0,No,Dry,2009,17,24,4,4,top-fifteen,top-fifteen,top-ten,Spanish,French,UAE
1,No,Dry,2010,19,24,9,4,top-fifteen,top-five,top-five,Polish,French,UAE
0,No,Dry,2009,17,24,154,4,last positions,last positions,last positions,French,French,UAE
0,No,Dry,2017,20,24,807,4,top-ten,top-ten,top-ten,German,French,UAE
2,No,Varied,2018,21,24,807,4,top-ten,DNF,top-three,German,French,UAE
0,No,Dry,2019,21,24,807,4,top-ten,top-fifteen,last positions,German,French,UAE
0,No,Dry,2011,18,24,811,4,top-fifteen,last positions,last positions,Brazilian,French,UAE
1,No,Dry,2010,19,24,808,4,top-ten,top-ten,top-ten,Russian,French,UAE
0,No,Dry,2011,18,24,808,4,top-fifteen,top-fifteen,top-five,Russian,French,UAE
0,No,Dry,2019,21,24,817,4,top-ten,top-fifteen,top-ten,Australian,French,UAE
1,No,Dry,2020,17,24,817,4,top-fifteen,top-ten,fastest lap,Australian,French,UAE
0,No,Dry,2016,21,24,825,4,last positions,DNF,last positions,Danish,French,UAE
0,No,Dry,2017,20,24,832,4,top-fifteen,DNF,top-fifteen,Spanish,French,UAE
2,No,Varied,2018,21,24,832,4,top-fifteen,top-ten,top-five,Spanish,French,UAE
0,No,Dry,2016,21,24,835,4,top-fifteen,last positions,top-fifteen,British,French,UAE
1,No,Dry,2020,17,24,839,4,top-ten,top-ten,last positions,French,French,UAE
0,No,Dry,2013,17,24,1,11,top-five,top-ten,top-ten,British,German,UAE
0,No,Dry,2014,19,24,1,11,top-three,winner,top-five,British,German,UAE
0,No,Dry,2015,19,24,1,11,top-three,podium,fastest lap,British,German,UAE
0,No,Dry,2016,21,24,1,11,pole,winner,top-five,British,German,UAE
0,No,Dry,2017,20,24,1,11,top-three,podium,top-three,British,German,UAE
2,No,Varied,2018,21,24,1,11,pole,winner,top-five,British,German,UAE
0,No,Dry,2019,21,24,1,11,pole,winner,fastest lap,British,German,UAE
1,No,Dry,2020,17,24,1,11,top-three,podium,top-five,British,German,UAE
1,No,Dry,2010,19,24,3,11,top-ten,top-five,top-three,German,German,UAE
0,No,Dry,2011,18,24,3,11,top-ten,top-ten,top-ten,German,German,UAE
2,No,Dry,2012,18,24,3,11,top-ten,DNF,last positions,German,German,UAE
0,No,Dry,2013,17,24,3,11,top-three,podium,top-ten,German,German,UAE
0,No,Dry,2014,19,24,3,11,pole,top-fifteen,top-fifteen,German,German,UAE
0,No,Dry,2015,19,24,3,11,pole,winner,top-five,German,German,UAE
0,No,Dry,2016,21,24,3,11,top-three,podium,top-ten,German,German,UAE
1,No,Dry,2010,19,24,30,11,top-ten,DNF,no laptime set,German,German,UAE
0,No,Dry,2011,18,24,30,11,top-ten,top-ten,top-fifteen,German,German,UAE
2,No,Dry,2012,18,24,30,11,top-fifteen,top-fifteen,top-ten,German,German,UAE
0,No,Dry,2017,20,24,822,11,pole,winner,fastest lap,Finnish,German,UAE
2,No,Varied,2018,21,24,822,11,top-three,top-five,top-three,Finnish,German,UAE
0,No,Dry,2019,21,24,822,11,last positions,top-five,top-three,Finnish,German,UAE
1,No,Dry,2020,17,24,822,11,top-three,podium,top-three,Finnish,German,UAE
0,No,Dry,2009,17,24,2,2,top-ten,top-five,top-ten,German,German,UAE
0,No,Dry,2009,17,24,9,2,top-ten,top-ten,top-fifteen,Polish,German,UAE
1,No,Dry,2010,19,24,2,2,top-fifteen,top-fifteen,top-fifteen,German,Swiss,UAE
0,No,Dry,2014,19,24,16,2,top-fifteen,last positions,top-fifteen,German,Swiss,UAE
1,No,Dry,2010,19,24,155,2,top-fifteen,top-fifteen,last positions,Japanese,Swiss,UAE
0,No,Dry,2011,18,24,155,2,last positions,top-ten,top-five,Japanese,Swiss,UAE
2,No,Dry,2012,18,24,155,2,top-fifteen,top-ten,top-ten,Japanese,Swiss,UAE
0,No,Dry,2013,17,24,807,2,top-five,top-fifteen,top-fifteen,German,Swiss,UAE
0,No,Dry,2011,18,24,815,2,top-fifteen,top-fifteen,top-fifteen,Mexican,Swiss,UAE
2,No,Dry,2012,18,24,815,2,top-fifteen,top-fifteen,top-ten,Mexican,Swiss,UAE
0,No,Dry,2013,17,24,821,2,last positions,top-fifteen,top-fifteen,Mexican,Swiss,UAE
0,No,Dry,2014,19,24,821,2,top-fifteen,top-fifteen,top-fifteen,Mexican,Swiss,UAE
0,No,Dry,2015,19,24,828,2,last positions,top-fifteen,top-fifteen,Swedish,Swiss,UAE
0,No,Dry,2016,21,24,828,2,last positions,top-fifteen,last positions,Swedish,Swiss,UAE
0,No,Dry,2017,20,24,828,2,last positions,last positions,top-fifteen,Swedish,Swiss,UAE
2,No,Varied,2018,21,24,828,2,top-fifteen,DNF,last positions,Swedish,Swiss,UAE
0,No,Dry,2015,19,24,831,2,top-fifteen,top-fifteen,top-ten,Brazilian,Swiss,UAE
0,No,Dry,2016,21,24,831,2,last positions,last positions,last positions,Brazilian,Swiss,UAE
0,No,Dry,2017,20,24,836,2,last positions,top-fifteen,last positions,German,Swiss,UAE
2,No,Varied,2018,21,24,844,2,top-ten,top-ten,top-ten,Monegasque,Swiss,UAE
0,No,Dry,2009,17,24,24,12,last positions,top-fifteen,last positions,Italian,Indian,UAE
1,No,Dry,2010,19,24,24,12,last positions,DNF,no laptime set,Italian,Indian,UAE
0,No,Dry,2009,17,24,16,12,last positions,last positions,top-fifteen,German,Indian,UAE
1,No,Dry,2010,19,24,16,12,top-fifteen,top-fifteen,top-fifteen,German,Indian,UAE
0,No,Dry,2011,18,24,16,12,top-ten,top-ten,top-fifteen,German,Indian,UAE
0,No,Dry,2013,17,24,16,12,last positions,top-ten,top-fifteen,German,Indian,UAE
2,No,Dry,2012,18,24,807,12,top-ten,DNF,top-three,German,Indian,UAE
0,No,Dry,2014,19,24,807,12,top-fifteen,top-ten,top-ten,German,Indian,UAE
0,No,Dry,2015,19,24,807,12,top-ten,top-ten,last positions,German,Indian,UAE
0,No,Dry,2016,21,24,807,12,top-ten,top-ten,top-fifteen,German,Indian,UAE
0,No,Dry,2011,18,24,814,12,top-ten,top-ten,top-ten,British,Indian,UAE
2,No,Dry,2012,18,24,814,12,top-fifteen,top-ten,top-ten,British,Indian,UAE
0,No,Dry,2013,17,24,814,12,top-fifteen,top-ten,top-fifteen,British,Indian,UAE
0,No,Dry,2014,19,24,815,12,top-fifteen,top-ten,top-ten,Mexican,Indian,UAE
0,No,Dry,2015,19,24,815,12,top-five,top-five,top-ten,Mexican,Indian,UAE
0,No,Dry,2016,21,24,815,12,top-ten,top-ten,top-ten,Mexican,Indian,UAE
0,No,Dry,2017,20,24,815,12,top-ten,top-ten,top-fifteen,Mexican,Indian,UAE
2,No,Varied,2018,21,24,815,12,top-fifteen,top-ten,top-ten,Mexican,Indian,UAE
0,No,Dry,2017,20,24,839,12,top-ten,top-ten,top-ten,French,Indian,UAE
2,No,Varied,2018,21,24,839,12,top-ten,DNF,top-fifteen,French,Indian,UAE
0,No,Dry,2014,19,24,13,3,top-five,podium,top-three,Brazilian,British,UAE
0,No,Dry,2015,19,24,13,3,top-ten,top-ten,top-fifteen,Brazilian,British,UAE
0,No,Dry,2016,21,24,13,3,top-ten,top-ten,top-ten,Brazilian,British,UAE
0,No,Dry,2017,20,24,13,3,top-ten,top-ten,top-fifteen,Brazilian,British,UAE
0,No,Dry,2009,17,24,3,3,top-ten,top-ten,top-fifteen,German,British,UAE
1,No,Dry,2010,19,24,22,3,top-ten,top-fifteen,top-fifteen,Brazilian,British,UAE
0,No,Dry,2011,18,24,22,3,last positions,top-fifteen,top-fifteen,Brazilian,British,UAE
0,No,Dry,2019,21,24,9,3,last positions,last positions,last positions,Polish,British,UAE
0,No,Dry,2009,17,24,6,3,top-fifteen,top-fifteen,top-ten,Japanese,British,UAE
1,No,Dry,2010,19,24,807,3,top-fifteen,last positions,top-ten,German,British,UAE
2,No,Dry,2012,18,24,811,3,top-fifteen,top-ten,top-ten,Brazilian,British,UAE
0,No,Dry,2011,18,24,813,3,last positions,top-fifteen,top-fifteen,Venezuelan,British,UAE
2,No,Dry,2012,18,24,813,3,top-three,top-five,top-five,Venezuelan,British,UAE
0,No,Dry,2013,17,24,813,3,top-fifteen,top-fifteen,top-fifteen,Venezuelan,British,UAE
0,No,Dry,2013,17,24,822,3,top-fifteen,top-fifteen,top-five,Finnish,British,UAE
0,No,Dry,2014,19,24,822,3,top-three,podium,top-ten,Finnish,British,UAE
0,No,Dry,2015,19,24,822,3,top-ten,top-fifteen,top-fifteen,Finnish,British,UAE
0,No,Dry,2016,21,24,822,3,top-fifteen,DNF,last positions,Finnish,British,UAE
0,No,Dry,2017,20,24,840,3,top-fifteen,last positions,top-ten,Canadian,British,UAE
2,No,Varied,2018,21,24,840,3,last positions,top-fifteen,last positions,Canadian,British,UAE
2,No,Varied,2018,21,24,845,3,last positions,top-fifteen,top-fifteen,Russian,British,UAE
0,No,Dry,2019,21,24,847,3,last positions,last positions,top-fifteen,British,British,UAE
1,No,Dry,2020,17,24,847,3,last positions,top-fifteen,last positions,British,British,UAE
1,No,Dry,2020,17,24,849,3,last positions,last positions,last positions,Canadian,British,UAE
0,No,Dry,2009,17,24,15,7,top-ten,top-ten,top-ten,Italian,Japanese,UAE
0,No,Dry,2009,17,24,155,7,top-fifteen,top-ten,top-fifteen,Japanese,Japanese,UAE
1,No,Dry,2010,19,24,15,205,last positions,last positions,last positions,Italian,Malaysian,UAE
0,No,Dry,2011,18,24,15,205,last positions,last positions,last positions,Italian,Malaysian,UAE
1,No,Dry,2010,19,24,5,205,last positions,last positions,last positions,Finnish,Malaysian,UAE
0,No,Dry,2011,18,24,5,205,last positions,last positions,last positions,Finnish,Malaysian,UAE
2,No,Dry,2012,18,24,5,205,last positions,top-fifteen,top-fifteen,Finnish,Malaysian,UAE
0,No,Dry,2014,19,24,155,205,last positions,DNF,top-fifteen,Japanese,Malaysian,UAE
2,No,Dry,2012,18,24,808,205,last positions,last positions,last positions,Russian,Malaysian,UAE
0,No,Dry,2013,17,24,819,205,last positions,last positions,last positions,French,Malaysian,UAE
0,No,Dry,2013,17,24,823,205,last positions,last positions,last positions,Dutch,Malaysian,UAE
0,No,Dry,2014,19,24,829,205,last positions,last positions,last positions,British,Malaysian,UAE
0,No,Dry,2009,17,24,22,11,top-five,top-five,top-five,Brazilian,British,UAE
0,No,Dry,2009,17,24,18,11,top-five,podium,top-ten,British,British,UAE
0,No,Dry,2009,17,24,17,9,top-three,podium,top-five,Australian,Austrian,UAE
1,No,Dry,2010,19,24,17,9,top-five,top-ten,top-ten,Australian,Austrian,UAE
0,No,Dry,2011,18,24,17,9,top-five,top-five,fastest lap,Australian,Austrian,UAE
2,No,Dry,2012,18,24,17,9,top-three,DNF,top-fifteen,Australian,Austrian,UAE
0,No,Dry,2013,17,24,17,9,pole,podium,top-five,Australian,Austrian,UAE
0,No,Dry,2009,17,24,20,9,top-three,winner,fastest lap,German,Austrian,UAE
1,No,Dry,2010,19,24,20,9,pole,winner,top-five,German,Austrian,UAE
0,No,Dry,2011,18,24,20,9,pole,DNF,top-three,German,Austrian,UAE
2,No,Dry,2012,18,24,20,9,last positions,podium,fastest lap,German,Austrian,UAE
0,No,Dry,2013,17,24,20,9,top-three,winner,top-three,German,Austrian,UAE
0,No,Dry,2014,19,24,20,9,last positions,top-ten,top-three,German,Austrian,UAE
0,No,Dry,2014,19,24,817,9,last positions,top-five,fastest lap,Australian,Austrian,UAE
0,No,Dry,2015,19,24,817,9,top-five,top-ten,top-ten,Australian,Austrian,UAE
0,No,Dry,2016,21,24,817,9,top-three,top-five,top-three,Australian,Austrian,UAE
0,No,Dry,2017,20,24,817,9,top-five,DNF,top-fifteen,Australian,Austrian,UAE
2,No,Varied,2018,21,24,817,9,top-five,top-five,top-three,Australian,Austrian,UAE
0,No,Dry,2015,19,24,826,9,top-ten,top-ten,top-fifteen,Russian,Austrian,UAE
0,No,Dry,2016,21,24,830,9,top-ten,top-five,top-ten,Dutch,Austrian,UAE
0,No,Dry,2017,20,24,830,9,top-ten,top-five,top-five,Dutch,Austrian,UAE
2,No,Varied,2018,21,24,830,9,top-ten,podium,top-ten,Dutch,Austrian,UAE
0,No,Dry,2019,21,24,830,9,top-three,podium,top-five,Dutch,Austrian,UAE
1,No,Dry,2020,17,24,830,9,pole,winner,top-three,Dutch,Austrian,UAE
0,No,Dry,2019,21,24,848,9,top-five,top-ten,top-ten,Thai,Austrian,UAE
1,No,Dry,2020,17,24,848,9,top-five,top-five,top-five,Thai,Austrian,UAE
0,No,Dry,2009,17,24,67,5,top-ten,top-ten,top-three,Swiss,Italian,UAE
1,No,Dry,2010,19,24,67,5,last positions,top-fifteen,top-ten,Swiss,Italian,UAE
0,No,Dry,2011,18,24,67,5,top-fifteen,DNF,last positions,Swiss,Italian,UAE
0,No,Dry,2009,17,24,153,5,top-fifteen,DNF,last positions,Spanish,Italian,UAE
1,No,Dry,2010,19,24,153,5,last positions,top-ten,top-fifteen,Spanish,Italian,UAE
0,No,Dry,2011,18,24,153,5,top-fifteen,top-fifteen,top-ten,Spanish,Italian,UAE
2,No,Dry,2012,18,24,817,5,last positions,top-ten,top-fifteen,Australian,Italian,UAE
0,No,Dry,2013,17,24,817,5,top-ten,last positions,last positions,Australian,Italian,UAE
2,No,Dry,2012,18,24,818,5,last positions,top-fifteen,top-fifteen,French,Italian,UAE
0,No,Dry,2013,17,24,818,5,top-fifteen,last positions,top-ten,French,Italian,UAE
0,No,Dry,2014,19,24,818,5,top-ten,top-fifteen,top-five,French,Italian,UAE
0,No,Dry,2014,19,24,826,5,top-five,DNF,last positions,Russian,Italian,UAE
0,No,Dry,2016,21,24,826,5,last positions,DNF,last positions,Russian,Italian,UAE
0,No,Dry,2019,21,24,826,5,top-fifteen,top-ten,top-ten,Russian,Italian,UAE
0,No,Dry,2015,19,24,832,5,top-ten,top-fifteen,top-fifteen,Spanish,Italian,UAE
0,No,Dry,2016,21,24,832,5,last positions,DNF,last positions,Spanish,Italian,UAE
0,No,Dry,2015,19,24,830,5,top-fifteen,last positions,top-ten,Dutch,Italian,UAE
0,No,Dry,2017,20,24,842,5,last positions,last positions,last positions,French,Italian,UAE
2,No,Varied,2018,21,24,842,5,last positions,DNF,top-fifteen,French,Italian,UAE
0,No,Dry,2019,21,24,842,5,top-fifteen,last positions,top-ten,French,Italian,UAE
0,No,Dry,2017,20,24,843,5,last positions,top-fifteen,last positions,New Zealander,Italian,UAE
2,No,Varied,2018,21,24,843,5,last positions,top-fifteen,last positions,New Zealander,Italian,UAE
0,No,Dry,2011,18,24,24,164,last positions,last positions,last positions,Italian,Spanish,UAE
2,No,Dry,2012,18,24,37,164,last positions,last positions,last positions,Spanish,Spanish,UAE
1,No,Dry,2010,19,24,811,164,last positions,last positions,last positions,Brazilian,Spanish,UAE
1,No,Dry,2010,19,24,32,164,last positions,last positions,last positions,Austrian,Spanish,UAE
2,No,Dry,2012,18,24,39,164,last positions,DNF,last positions,Indian,Spanish,UAE
0,No,Dry,2011,18,24,817,164,last positions,DNF,last positions,Australian,Spanish,UAE
1,No,Dry,2010,19,24,10,166,last positions,DNF,last positions,German,British,UAE
0,No,Dry,2011,18,24,10,166,last positions,last positions,last positions,German,British,UAE
1,No,Dry,2010,19,24,810,166,last positions,last positions,last positions,Brazilian,British,UAE
0,No,Dry,2011,18,24,816,166,last positions,DNF,last positions,Belgian,British,UAE
2,No,Dry,2012,18,24,10,166,last positions,top-fifteen,last positions,German,Russian,UAE
2,No,Dry,2012,18,24,819,166,last positions,DNF,last positions,French,Russian,UAE
0,No,Dry,2013,17,24,824,166,last positions,last positions,last positions,French,Russian,UAE
0,No,Dry,2013,17,24,820,166,last positions,last positions,last positions,British,Russian,UAE
0,No,Dry,2016,21,24,154,210,top-fifteen,top-fifteen,top-five,French,American,UAE
0,No,Dry,2017,20,24,154,210,last positions,top-fifteen,top-ten,French,American,UAE
2,No,Varied,2018,21,24,154,210,top-ten,top-ten,top-fifteen,French,American,UAE
0,No,Dry,2019,21,24,154,210,top-fifteen,top-fifteen,last positions,French,American,UAE
0,No,Dry,2016,21,24,821,210,top-fifteen,top-fifteen,top-fifteen,Mexican,American,UAE
0,No,Dry,2017,20,24,825,210,top-fifteen,top-fifteen,last positions,Danish,American,UAE
2,No,Varied,2018,21,24,825,210,top-fifteen,top-ten,top-ten,Danish,American,UAE
0,No,Dry,2019,21,24,825,210,top-fifteen,top-fifteen,last positions,Danish,American,UAE
1,No,Dry,2020,17,24,825,210,last positions,last positions,top-fifteen,Danish,American,UAE
1,No,Dry,2020,17,24,850,210,last positions,last positions,top-ten,Brazilian,American,UAE
0,No,Dry,2019,21,24,815,12,top-ten,top-ten,top-fifteen,Mexican,British,UAE
1,No,Dry,2020,17,24,815,12,last positions,DNF,last positions,Mexican,British,UAE
0,No,Dry,2019,21,24,840,12,top-fifteen,DNF,last positions,Canadian,British,UAE
1,No,Dry,2020,17,24,840,12,top-ten,top-ten,top-ten,Canadian,British,UAE
1,No,Dry,2020,17,24,826,5,top-ten,top-fifteen,last positions,Russian,Italian,UAE
1,No,Dry,2020,17,24,842,5,top-ten,top-ten,top-fifteen,French,Italian,UAE
0,No,Dry,2015,19,24,829,166,last positions,last positions,last positions,British,British,UAE
0,No,Dry,2015,19,24,833,166,last positions,last positions,last positions,Spanish,British,UAE
0,No,Dry,2016,21,24,836,166,last positions,top-fifteen,top-fifteen,German,British,UAE
0,No,Dry,2016,21,24,839,166,last positions,top-fifteen,top-fifteen,French,British,UAE
0,No,Dry,2014,8,70,8,6,top-ten,top-ten,top-ten,Finnish,Italian,Austria
1,No,Dry,2015,8,70,8,6,top-fifteen,DNF,top-three,Finnish,Italian,Austria
1,No,Dry,2016,9,70,8,6,top-five,podium,top-five,Finnish,Italian,Austria
0,No,Dry,2017,9,70,8,6,top-three,top-five,top-three,Finnish,Italian,Austria
1,No,Dry,2018,9,70,8,6,top-three,podium,fastest lap,Finnish,Italian,Austria
0,No,Dry,2014,8,70,4,6,top-five,top-five,top-five,Spanish,Italian,Austria
1,No,Dry,2015,8,70,20,6,top-three,top-five,top-three,German,Italian,Austria
1,No,Dry,2016,9,70,20,6,top-ten,DNF,last positions,German,Italian,Austria
0,No,Dry,2017,9,70,20,6,top-three,podium,top-five,German,Italian,Austria
1,No,Dry,2018,9,70,20,6,top-ten,podium,top-three,German,Italian,Austria
0,No,Dry,2019,9,70,20,6,top-ten,top-five,top-three,German,Italian,Austria
2,No,Dry,2020,1,70,20,6,top-fifteen,top-ten,top-ten,German,Italian,Austria
1,No,Dry,2020,2,70,20,6,top-ten,DNF,top-three,German,Italian,Austria
0,No,Dry,2019,9,70,844,6,pole,podium,top-three,Monegasque,Italian,Austria
2,No,Dry,2020,1,70,844,6,top-ten,podium,top-five,Monegasque,Italian,Austria
1,No,Dry,2020,2,70,844,6,top-fifteen,DNF,last positions,Monegasque,Italian,Austria
0,No,Dry,2014,8,70,154,4,last positions,top-fifteen,top-fifteen,French,British,Austria
1,No,Dry,2015,8,70,154,4,top-ten,DNF,top-fifteen,French,British,Austria
0,No,Dry,2014,8,70,813,4,top-fifteen,top-fifteen,top-fifteen,Venezuelan,British,Austria
1,No,Dry,2015,8,70,813,4,top-ten,top-ten,top-ten,Venezuelan,British,Austria
0,No,Dry,2019,9,70,8,2,top-ten,top-ten,top-fifteen,Finnish,Swiss,Austria
2,No,Dry,2020,1,70,8,2,last positions,DNF,top-fifteen,Finnish,Swiss,Austria
1,No,Dry,2020,2,70,8,2,last positions,top-fifteen,top-fifteen,Finnish,Swiss,Austria
0,No,Dry,2019,9,70,841,2,top-ten,top-ten,top-fifteen,Italian,Swiss,Austria
2,No,Dry,2020,1,70,841,2,last positions,top-ten,top-ten,Italian,Swiss,Austria
1,No,Dry,2020,2,70,841,2,last positions,top-fifteen,top-fifteen,Italian,Swiss,Austria
1,No,Dry,2015,8,70,4,1,last positions,DNF,top-three,Spanish,British,Austria
1,No,Dry,2016,9,70,4,1,top-fifteen,last positions,last positions,Spanish,British,Austria
0,No,Dry,2017,9,70,4,1,top-fifteen,DNF,top-three,Spanish,British,Austria
1,No,Dry,2018,9,70,4,1,top-fifteen,top-ten,top-ten,Spanish,British,Austria
0,No,Dry,2014,8,70,18,1,top-fifteen,top-fifteen,top-ten,British,British,Austria
1,No,Dry,2015,8,70,18,1,last positions,DNF,last positions,British,British,Austria
1,No,Dry,2016,9,70,18,1,top-three,top-ten,top-ten,British,British,Austria
0,No,Dry,2014,8,70,825,1,top-ten,top-ten,top-ten,Danish,British,Austria
0,No,Dry,2019,9,70,832,1,last positions,top-ten,top-ten,Spanish,British,Austria
2,No,Dry,2020,1,70,832,1,top-ten,top-five,top-five,Spanish,British,Austria
1,No,Dry,2020,2,70,832,1,top-three,top-ten,fastest lap,Spanish,British,Austria
0,No,Dry,2017,9,70,838,1,top-fifteen,top-fifteen,top-ten,Belgian,British,Austria
1,No,Dry,2018,9,70,838,1,top-fifteen,top-fifteen,top-fifteen,Belgian,British,Austria
0,No,Dry,2019,9,70,846,1,top-five,top-ten,top-ten,British,British,Austria
2,No,Dry,2020,1,70,846,1,top-three,podium,fastest lap,British,British,Austria
1,No,Dry,2020,2,70,846,1,top-ten,top-five,top-five,British,British,Austria
0,No,Dry,2017,9,70,807,4,top-fifteen,top-fifteen,top-fifteen,German,French,Austria
1,No,Dry,2018,9,70,807,4,top-ten,DNF,last positions,German,French,Austria
0,No,Dry,2019,9,70,807,4,top-fifteen,top-fifteen,last positions,German,French,Austria
0,No,Dry,2019,9,70,817,4,top-fifteen,top-fifteen,top-five,Australian,French,Austria
2,No,Dry,2020,1,70,817,4,top-ten,DNF,last positions,Australian,French,Austria
1,No,Dry,2020,2,70,817,4,top-ten,top-ten,top-ten,Australian,French,Austria
1,No,Dry,2016,9,70,825,4,last positions,top-fifteen,last positions,Danish,French,Austria
1,No,Dry,2018,9,70,832,4,top-ten,top-fifteen,top-ten,Spanish,French,Austria
1,No,Dry,2016,9,70,835,4,last positions,top-fifteen,top-fifteen,British,French,Austria
0,No,Dry,2017,9,70,835,4,last positions,top-fifteen,top-fifteen,British,French,Austria
2,No,Dry,2020,1,70,839,4,top-fifteen,top-ten,top-ten,French,French,Austria
1,No,Dry,2020,2,70,839,4,top-five,DNF,last positions,French,French,Austria
0,No,Dry,2014,8,70,1,11,top-ten,podium,top-three,British,German,Austria
1,No,Dry,2015,8,70,1,11,pole,podium,top-three,British,German,Austria
1,No,Dry,2016,9,70,1,11,pole,winner,fastest lap,British,German,Austria
0,No,Dry,2017,9,70,1,11,top-ten,top-five,fastest lap,British,German,Austria
1,No,Dry,2018,9,70,1,11,top-three,DNF,top-three,British,German,Austria
0,No,Dry,2019,9,70,1,11,top-five,top-five,top-five,British,German,Austria
2,No,Dry,2020,1,70,1,11,top-five,top-five,top-three,British,German,Austria
1,No,Dry,2020,2,70,1,11,pole,winner,top-three,British,German,Austria
0,No,Dry,2014,8,70,3,11,top-three,winner,top-ten,German,German,Austria
1,No,Dry,2015,8,70,3,11,top-three,winner,fastest lap,German,German,Austria
1,No,Dry,2016,9,70,3,11,top-ten,top-five,top-three,German,German,Austria
0,No,Dry,2017,9,70,822,11,pole,winner,top-five,Finnish,German,Austria
1,No,Dry,2018,9,70,822,11,pole,DNF,top-fifteen,Finnish,German,Austria
0,No,Dry,2019,9,70,822,11,top-three,podium,top-ten,Finnish,German,Austria
2,No,Dry,2020,1,70,822,11,pole,winner,top-three,Finnish,German,Austria
1,No,Dry,2020,2,70,822,11,top-five,podium,top-ten,Finnish,German,Austria
0,No,Dry,2014,8,70,16,2,last positions,top-fifteen,top-fifteen,German,Swiss,Austria
0,No,Dry,2014,8,70,821,2,last positions,last positions,last positions,Mexican,Swiss,Austria
1,No,Dry,2015,8,70,828,2,top-fifteen,top-fifteen,top-fifteen,Swedish,Swiss,Austria
1,No,Dry,2016,9,70,828,2,last positions,top-fifteen,last positions,Swedish,Swiss,Austria
0,No,Dry,2017,9,70,828,2,last positions,top-fifteen,last positions,Swedish,Swiss,Austria
1,No,Dry,2018,9,70,828,2,last positions,top-ten,top-ten,Swedish,Swiss,Austria
1,No,Dry,2015,8,70,831,2,top-ten,top-fifteen,top-fifteen,Brazilian,Swiss,Austria
1,No,Dry,2016,9,70,831,2,last positions,top-fifteen,last positions,Brazilian,Swiss,Austria
0,No,Dry,2017,9,70,836,2,last positions,top-fifteen,last positions,German,Swiss,Austria
1,No,Dry,2018,9,70,844,2,last positions,top-ten,top-fifteen,Monegasque,Swiss,Austria
0,No,Dry,2014,8,70,807,12,top-ten,top-ten,top-fifteen,German,Indian,Austria
1,No,Dry,2015,8,70,807,12,top-five,top-ten,top-fifteen,German,Indian,Austria
